"SC","Year","ISO3","POP","GCAP","carPKM","motorPKM","ptPKM","walkPKM","cyclePKM"
"ROG",2035,"NLD",4129,58115.9877983037,5728046323.06532,1453435084.75559,17850844731.6037,521587333.723469,941540293.674606
"LUT",2035,"NLD",4129,58115.9877983037,5130508471.223,1368046638.97548,17295052460.006,479011959.196259,866632698.320867
"BAU",2040,"NLD",4286,63061.751741388,16855438660.417,1290938349.27606,13016965647.6953,451006151.973224,834974914.098347
"ROG",2040,"NLD",4286,63061.751741388,5468680966.1908,1515390421.36712,21569504410.2416,533356271.059651,986586900.886519
"LUT",2040,"NLD",4286,63061.751741388,4738358862.16182,1394097438.82799,20614328871.6676,474958237.060149,881281436.541016
"BAU",2045,"NLD",4436,68409.8848247838,18114240347.826,1423252063.3714,14378359682.0829,487378828.625601,926853580.148388
"ROG",2045,"NLD",4436,68409.8848247838,5512931928.48175,1547657715.04689,25412619142.36,532681576.034343,1011720477.38099
"LUT",2045,"NLD",4436,68409.8848247838,4628163786.39225,1393242846.02625,23978757843.1067,460831367.216001,878718296.924846
"BAU",2050,"NLD",4586,73619.1639943574,19147516988.7184,1579032946.41246,15988084278.8279,530151806.100224,1034904180.04403
"ROG",2050,"NLD",4586,73619.1639943574,5318602848.6146,1587570246.10738,29674509812.2524,534615605.078982,1041766818.06924
"LUT",2050,"NLD",4586,73619.1639943574,4329661152.60509,1398803716.65225,27625301966.4768,449565322.080326,880277374.105641
"BAU",2015,"FRA",23614,33122.7366728575,185615282817.572,7765948340.89761,86741486640.3271,3031964950.3384,4826347806.34016
"ROG",2015,"FRA",23614,33122.7366728575,172722801842.267,8527679784.75849,89638711646.8722,3334639792.68048,5309478565.91509
"LUT",2015,"FRA",23614,33122.7366728575,172722801842.267,8527679784.75849,89638711646.8722,3334639792.68048,5309478565.91509
"BAU",2020,"FRA",24584,34679.4519845833,182603696444.476,9130688210.75064,102411039058.496,3543562720.40034,5686451870.20772
"ROG",2020,"FRA",24584,34679.4519845833,143110001244.963,11431108285.4319,111288382095.103,4471163766.78611,7174027255.52747
"LUT",2020,"FRA",24584,34679.4519845833,143110001244.963,11431108285.4319,111288382095.103,4471163766.78611,7174027255.52747
"BAU",2025,"FRA",25468,38021.6667374715,184307381552.963,10408254648.5121,117107659814.048,3994139593.00317,6522486724.27303
"ROG",2025,"FRA",25468,38021.6667374715,100748281456.578,14200442536.9038,150225732304.379,5516884659.83274,8999842878.60031
"LUT",2025,"FRA",25468,38021.6667374715,99085273705.9754,14107100192.0742,150761597789.22,5466780924.32863,8919957218.06426
"BAU",2030,"FRA",26307,41498.1948775169,184871741367.77,11773866617.0966,132885319881.298,4464981257.97085,7426415635.014
"ROG",2030,"FRA",26307,41498.1948775169,78333943200.6897,15476796937.0233,189932185594.053,5954548725.90657,9884857035.99481
"LUT",2030,"FRA",26307,41498.1948775169,75956310852.357,15219193572.1311,190844185532.459,5825732932.20956,9675445622.59836
"BAU",2035,"FRA",27369,44458.5407476735,192316112265.256,12874813225.1768,145700123701.474,4825407025.26685,8158739226.98877
"ROG",2035,"FRA",27369,44458.5407476735,75252805592.4434,15855234207.2498,222663831257.14,6030652079.54457,10165011439.344
"LUT",2035,"FRA",27369,44458.5407476735,71807249714.5444,15425106239.636,223372467144.957,5818143023.90506,9815296967.34114
"BAU",2040,"FRA",28406,47140.489080739,198903451799.774,13998616517.1299,158833794764.313,5188334845.2452,8906746948.09963
"ROG",2040,"FRA",28406,47140.489080739,72213561529.5784,16196242592.8594,255364302474.966,6096965561.80332,10418543092.0473
"LUT",2040,"FRA",28406,47140.489080739,67868647991.074,15589076664.8227,255520051822.149,5800610143.80446,9925437648.84949
"BAU",2045,"FRA",29433,49757.8470639515,208264095269.886,14974724225.1405,170273886275.97,5484965111.08972,9558742522.95652
"ROG",2045,"FRA",29433,49757.8470639515,72378440772.8656,16356402986.0639,286193564985.407,6093005530.65614,10549796786.6844
"LUT",2045,"FRA",29433,49757.8470639515,67022401826.8606,15580467032.8452,285582827008.044,5718775283.13957,9920349163.9431
"BAU",2050,"FRA",30445,52237.2829774218,215106734707,16111292088.5535,183633472457.311,5835171247.35213,10317022107.9165
"ROG",2050,"FRA",30445,52237.2829774218,69989356193.5643,16615172615.0621,319484020284.424,6132008879.61563,10746756856.5106
"LUT",2050,"FRA",30445,52237.2829774218,63866655675.7014,15662204248.411,317754764742.558,5677689848.11282,9974844910.54392
"BAU",2015,"BEL",4527,36108.4938314044,25546239151.7175,752557950.63852,8615837399.84374,309629797.45537,498947903.300591
"ROG",2015,"BEL",4527,36108.4938314044,23760946122.2814,854185106.168693,8989957860.12161,352547507.09226,568061017.97
"LUT",2015,"BEL",4527,36108.4938314044,23760946122.2814,854185106.168693,8989957860.12161,352547507.09226,568061017.97
"BAU",2020,"BEL",4646,38080.1048895587,25232663950.3987,889867631.093994,10220911586.4536,364131438.607376,592587568.443415
"ROG",2020,"BEL",4646,38080.1048895587,20372013490.0729,1164751797.27563,11253268595.0224,480320282.003318,781521396.495349
"LUT",2020,"BEL",4646,38080.1048895587,20372013490.0729,1164751797.27563,11253268595.0224,480320282.003318,781521396.495349
"BAU",2025,"BEL",4768,41115.9054259234,25446731133.0168,1018380633.1803,11715964211.7693,412983788.935046,682590683.792589
"ROG",2025,"BEL",4768,41115.9054259234,15204652795.145,1508609252.96655,15161339513.7191,618407210.343785,1021588814.54675
"LUT",2025,"BEL",4768,41115.9054259234,14919884201.7613,1498334406.71666,15182308556.0125,611986184.038967,1011246204.27562
"BAU",2030,"BEL",4880,44751.2816651382,25579876845.8125,1160050948.29466,13364120574.0804,465208460.963631,783369942.868315
"ROG",2030,"BEL",4880,44751.2816651382,12065707514.5613,1694946250.78642,19466212151.3201,688242823.670928,1157869652.46227
"LUT",2030,"BEL",4880,44751.2816651382,11637914933.2575,1664537460.21681,19501974200.1426,671119627.735415,1129703653.95224
"BAU",2035,"BEL",5087,48117.4081472005,27010509730.7606,1296182791.84324,14949214251.7066,513251495.260578,879425582.063836
"ROG",2035,"BEL",5087,48117.4081472005,11640628260.077,1791400042.28877,23491182367.0764,717794187.371776,1228175240.69545
"LUT",2035,"BEL",5087,48117.4081472005,10930202156.7124,1733098795.46422,23402430145.1997,685463003.885297,1174167230.96542
"BAU",2040,"BEL",5293,51449.8470635841,28404353568.0705,1441481257.67616,16643425504.5533,563448287.463773,982216946.805026
"ROG",2040,"BEL",5293,51449.8470635841,11251836850.4984,1876721123.25643,27817385708.2871,741837591.826244,1290598636.93551
"LUT",2040,"BEL",5293,51449.8470635841,10309294644.9186,1787374122.69719,27524554677.1375,693441567.419434,1208462835.30036
"BAU",2045,"BEL",5502,54886.7556642336,30222751540.4199,1574964168.59483,18195003467.169,606941113.643326,1077095206.98453
"ROG",2045,"BEL",5502,54886.7556642336,11409239774.7617,1930643255.50212,32135087238.0743,751864129.338323,1330632233.43942
"LUT",2045,"BEL",5502,54886.7556642336,10201776906.8524,1810406802.93864,31573124724.959,688132448.62744,1220683478.14741
"BAU",2050,"BEL",5712,58518.4300165921,31826147933.787,1736913194.74178,20082667901.7354,659361386.057432,1192401063.66961
"ROG",2050,"BEL",5712,58518.4300165921,11137394111.2973,1994881258.66199,37217646726.7516,764929911.252162,1378265759.4767
"LUT",2050,"BEL",5712,58518.4300165921,9715176266.97367,1840442116.398,36283385132.0478,685025541.020277,1237998922.30888
"BAU",2015,"SYR",12468,3816.98594571242,20861368969.885,2905789133.64175,18420758252.4173,986455359.550216,1366889865.84313
"ROG",2015,"SYR",12468,3816.98594571242,19130381136.4479,3043644404.68363,18565007192.4098,1035244724.47807,1434718675.67008
"LUT",2015,"SYR",12468,3816.98594571242,19130381136.4479,3043644404.68363,18565007192.4098,1035244724.47807,1434718675.67008
"BAU",2020,"SYR",14933,4386.11392268466,27734427922.0486,4081640812.03496,25929364250.7569,1415476077.71628,1965128809.44687
"ROG",2020,"SYR",14933,4386.11392268466,23416295561.2899,4416086899.45115,26207858613.2321,1540485553.88108,2138934484.53527
"LUT",2020,"SYR",14933,4386.11392268466,23416295561.2899,4416086899.45115,26207858613.2321,1540485553.88108,2138934484.53527
"BAU",2025,"SYR",16756,4988.87250367116,33496886708.282,4917293266.91507,31384137650.3536,1718004394.89035,2392794780.6926
"ROG",2025,"SYR",16756,4988.87250367116,21963033105.623,5390766773.9056,37036711211.1863,1900527141.12196,2647380345.85907
"LUT",2025,"SYR",16756,4988.87250367116,19530622009.6837,5134013407.90209,35318538400.2776,1773603020.57293,2474013154.86127
"BAU",2030,"SYR",18614,5670.84500292344,39775521886.2607,5767867042.71889,37000265483.747,2023551224.52553,2829501966.79859
"ROG",2030,"SYR",18614,5670.84500292344,23590358293.9158,5977972129.03748,50235089521.3816,2116259296.45224,2959961655.14725
"LUT",2030,"SYR",18614,5670.84500292344,19495231759.824,5410754901.07273,46027655673.5033,1846954703.26544,2589750947.46655
"BAU",2035,"SYR",20294,6458.99971990088,47728930438.5408,6397634948.11842,41086615129.8388,2249355182.37591,3159633376.42363
"ROG",2035,"SYR",20294,6458.99971990088,27075817245.8064,6182484284.7797,63670969577.2101,2192171460.08577,3080740171.77798
"LUT",2035,"SYR",20294,6458.99971990088,21171948192.9462,5378553153.89279,56715094781.625,1816300957.75294,2561083704.26779
"BAU",2040,"SYR",21951,7374.53398963721,56716171107.2581,6972677254.55219,44789106764.5752,2453570768.57775,3465086964.37679
"ROG",2040,"SYR",21951,7374.53398963721,30315114462.0609,6254470268.6094,78897804823.2868,2219383162.50451,3136616462.04255
"LUT",2040,"SYR",21951,7374.53398963721,22516186608.1131,5249286625.95963,68606563563.4752,1755457900.66421,2491130068.39398
"BAU",2045,"SYR",23569,8510.12981525183,67898468158.7364,7397953337.69,47470794159.7779,2600890839.21457,3697912826.90678
"ROG",2045,"SYR",23569,8510.12981525183,33568163381.8941,6134100075.99418,95741746146.2738,2176373036.46144,3097709100.22635
"LUT",2045,"SYR",23569,8510.12981525183,23768116160.4836,4975613502.20127,81547570054.5838,1648884440.87038,2358077094.47799
"BAU",2050,"SYR",25137,9892.29347078894,83074728154.3824,7536667188.58967,48230109260.5589,2639336662.71064,3783397603.30315
"ROG",2050,"SYR",25137,9892.29347078894,35941984756.2725,5889584634.36049,113496520238.619,2088219136.20887,2998240228.21774
"LUT",2050,"SYR",25137,9892.29347078894,23428653137.4843,4447270459.33615,97628628143.7777,1464347065.57432,2103684364.81003
"BAU",2015,"CHE",3023,47541.6639565581,9356081373.35251,339651581.871731,2805038186.03982,115757549.100883,198525635.866281
"ROG",2015,"CHE",3023,47541.6639565581,8769282342.87057,381471445.578888,2889691239.53004,130530670.418159,223850073.894066
"LUT",2015,"CHE",3023,47541.6639565581,8769282342.87057,381471445.578888,2889691239.53004,130530670.418159,223850073.894066
"BAU",2020,"CHE",3196,50587.1667225685,10379690962.0864,426595895.610928,3549143525.08843,146543352.257105,254805426.643971
"ROG",2020,"CHE",3196,50587.1667225685,8510041325.56488,557698272.220222,3821241037.4494,193465543.947244,336356740.541442
"LUT",2020,"CHE",3196,50587.1667225685,8510041325.56488,557698272.220222,3821241037.4494,193465543.947244,336356740.541442
"BAU",2025,"CHE",3404,54294.743757094,11758480051.5122,526795439.429284,4412247760.67069,181562441.66443,321334388.323266
"ROG",2025,"CHE",3404,54294.743757094,7352684693.92903,795057990.037835,5527686344.52706,277860921.838868,491542022.270612
"LUT",2025,"CHE",3404,54294.743757094,6457094214.58583,750308850.339777,5609144091.37538,254986705.284025,452527444.624237
"BAU",2030,"CHE",3634,58233.2062580806,13233191560.9457,648162792.494234,5462834863.36098,223251537.283908,402757401.436899
"ROG",2030,"CHE",3634,58233.2062580806,6808093682.87362,989620403.354687,7658332603.56264,346597597.642303,624775668.744933
"LUT",2030,"CHE",3634,58233.2062580806,5439433170.53885,881151909.012257,7413751709.69838,292973329.577716,530781209.366517
"BAU",2035,"CHE",3918,62280.6038060664,15374464245.0818,777580582.416429,6591257068.56946,266794127.020809,490955168.309753
"ROG",2035,"CHE",3918,62280.6038060664,7484649355.60765,1136350583.40289,10025188749.3627,396138251.037616,728121918.084489
"LUT",2035,"CHE",3918,62280.6038060664,5439140314.83947,957771889.089027,9235353358.91074,309324114.093901,572521604.092762
"BAU",2040,"CHE",4220,66448.2946678242,17682713377.3709,926467907.536552,7892670042.48804,315511198.783813,592649734.092717
"ROG",2040,"CHE",4220,66448.2946678242,8158746573.12212,1290002474.31868,12897982845.8959,446034935.547926,836429186.405179
"LUT",2040,"CHE",4220,66448.2946678242,5455275641.2611,1032535138.1531,11349652441.1843,323658272.299615,612330796.513043
"BAU",2045,"CHE",4528,70624.2693338766,20270501685.0993,1076774868.60131,9213498671.97344,362787726.192506,695713924.874218
"ROG",2045,"CHE",4528,70624.2693338766,9098162595.09345,1427988358.29442,16027038868.7894,488053302.31659,933877208.60911
"LUT",2045,"CHE",4528,70624.2693338766,5662856993.77002,1092495622.17839,13546062443.6799,332230354.31989,642472454.073341
"BAU",2050,"CHE",4857,75198.468060419,23014661699.6404,1260422046.4173,10832007878.5567,418816770.74297,821675845.87604
"ROG",2050,"CHE",4857,75198.468060419,9767454374.10897,1587686046.23422,20018166283.6031,534945367.875176,1046430891.69262
"LUT",2050,"CHE",4857,75198.468060419,5663726554.42636,1161187104.95293,16270406888.8135,342090159.821326,677547391.064581
"BAU",2015,"ROU",2515,18139.0355413998,6701815588.66156,347401257.385646,5919945910.76175,130442556.238201,193778772.766515
"ROG",2015,"ROU",2515,18139.0355413998,5700327077.59666,395711234.189412,6312028349.50217,149126205.920207,221523284.941773
"LUT",2015,"ROU",2515,18139.0355413998,5700327077.59666,395711234.189412,6312028349.50217,149126205.920207,221523284.941773
"BAU",2020,"ROU",2534,21543.7805642747,7319420300.47043,347302156.830716,5903739476.15307,129850111.869898,196347429.100019
"ROG",2020,"ROU",2534,21543.7805642747,5486097139.08243,435677491.116268,6620417645.5798,163950718.782433,247895417.30126
"LUT",2020,"ROU",2534,21543.7805642747,5486097139.08243,435677491.116268,6620417645.5798,163950718.782433,247895417.30126
"BAU",2025,"ROU",2606,25534.296792315,8067347291.91457,369781924.693345,6280643518.98311,137568828.246388,212312760.018801
"ROG",2025,"ROU",2606,25534.296792315,3906918158.93522,483595006.537189,9010241457.00415,181042071.114763,279289256.922758
"LUT",2025,"ROU",2606,25534.296792315,3648918776.88823,467145793.119393,9095257345.21856,173216589.885957,267696435.334254
"BAU",2030,"ROU",2647,30026.4484726992,8435694463.32362,400434060.812193,6796266120.33379,147695895.3029,233287980.511418
"ROG",2030,"ROU",2647,30026.4484726992,3014550079.97546,471437950.999774,11327219090.5435,174614220.253239,275534253.59816
"LUT",2030,"ROU",2647,30026.4484726992,2714427822.22342,441994280.886351,11361977032.0798,161125511.942355,255072243.236601
"BAU",2035,"ROU",2746,34241.0059140331,9199829393.51068,441252420.075581,7488674730.60707,161418115.443579,260502698.501583
"ROG",2035,"ROU",2746,34241.0059140331,2851137293.39488,457039000.546346,13636110159.2902,167550606.423091,269904125.08667
"LUT",2035,"ROU",2746,34241.0059140331,2408590734.63436,412743800.614499,13425948115.1111,147114642.228373,238312163.150327
"BAU",2040,"ROU",2846,38833.477621869,9942798059.69938,490038454.405453,8317254596.33655,177296483.925807,292912227.12011
"ROG",2040,"ROU",2846,38833.477621869,2629192844.33419,441726453.315193,16218190558.7976,159949488.554549,263442249.328334
"LUT",2040,"ROU",2846,38833.477621869,2095080977.68857,383464626.225699,15650052009.3951,133357588.012897,221509563.407408
"BAU",2045,"ROU",2941,44048.1345106584,10825889145.334,537554578.265189,9122940235.52965,191564257.249452,325072157.261366
"ROG",2045,"ROU",2941,44048.1345106584,2470588728.06291,419469217.464569,18907282659.1135,149552993.188589,252562684.121876
"LUT",2045,"ROU",2941,44048.1345106584,1861740787.44731,350225186.810104,17899242457.6098,118502638.109465,202512630.73751
"BAU",2050,"ROU",3030,50452.042340131,11705873277.9123,595890185.484957,10114003378.7865,207963603.924376,364764548.3212
"ROG",2050,"ROU",3030,50452.042340131,2197263012.56918,392412644.48874,22056157564.9862,137094882.191886,238685947.346486
"LUT",2050,"ROU",3030,50452.042340131,1563814667.84851,314402124.659015,20483499714.5482,102980766.92379,182225789.753917
"BAU",2015,"SRB",1182,14699.4117741515,3516920720.0397,251278315.62202,2063166346.75579,103230522.672799,149420411.118783
"ROG",2015,"SRB",1182,14699.4117741515,3017254460.96311,283818862.62974,2115693615.94101,117159086.021471,169581227.977662
"LUT",2015,"SRB",1182,14699.4117741515,3017254460.96311,283818862.62974,2115693615.94101,117159086.021471,169581227.977662
"BAU",2020,"SRB",1185,17052.9093497296,3537837957.00751,260440205.266625,2137578721.6527,106940957.05002,156601221.072252
"ROG",2020,"SRB",1185,17052.9093497296,2612587024.16477,320370636.842499,2234262289.25157,132700746.036566,194323105.382394
"LUT",2020,"SRB",1185,17052.9093497296,2612587024.16477,320370636.842499,2234262289.25157,132700746.036566,194323105.382394
"BAU",2025,"SRB",1190,19969.797823413,3718402696.92052,263032034.013127,2155805735.6557,107609062.815611,159866697.594748
